c3833_g1_i2	Q09748	4.00	0.07	16.84	26.37	GO:0000001	mitochondrion inheritance
						GO:0016020	membrane
						GO:0016021	integral component of membrane
c5826_g1_i1	O13639	199.51	522.24	741.82	97.39	GO:0004013	adenosylhomocysteinase activity
						GO:0005829	cytosol
						GO:0006555	methionine metabolic process
						GO:0006730	one-carbon metabolic process
						GO:0016259	selenocysteine metabolic process
						GO:0016787	hydrolase activity
c6226_g1_i1	O94580	26.75	229.84	13.74	34.84	GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0006508	proteolysis
						GO:0006974	cellular response to DNA damage stimulus
						GO:0008233	peptidase activity
						GO:0008237	metallopeptidase activity
						GO:0008270	zinc ion binding
						GO:0016787	hydrolase activity
						GO:0016925	protein sumoylation
						GO:0046872	metal ion binding
c2796_g1_i1	O14082	1442.26	1152.68	12.50	25.09	GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0008150	biological_process
						GO:0016491	oxidoreductase activity
						GO:0055114	oxidation-reduction process
c2856_g1_i1	O60153	66.56	328.39	29.93	505.78	GO:0003674	molecular_function
						GO:0005634	nucleus
						GO:0005829	cytosol
						GO:0008150	biological_process
						GO:0032153	cell division site
c3489_g1_i1	O74391	111.67	466.24	367.75	38.03	GO:0000027	ribosomal large subunit assembly
						GO:0000166	nucleotide binding
						GO:0002181	cytoplasmic translation
						GO:0003723	RNA binding
						GO:0003735	structural constituent of ribosome
						GO:0005622	intracellular
						GO:0005737	cytoplasm
						GO:0005840	ribosome
						GO:0006412	translation
						GO:0019843	rRNA binding
						GO:0022625	cytosolic large ribosomal subunit
						GO:0030529	NA
c6269_g1_i1	Q9P783	9.28	50.49	143.92	8.85	GO:0003674	molecular_function
						GO:0005634	nucleus
						GO:0005730	nucleolus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0006364	rRNA processing
						GO:0042254	ribosome biogenesis
						GO:0043234	NA
c6600_g1_i1	O14044	11.29	67.91	149.32	24.13	GO:0003723	RNA binding
						GO:0005634	nucleus
						GO:0005730	nucleolus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0006364	rRNA processing
						GO:0042254	ribosome biogenesis
c1207_g1_i1	Q09912	507.70	3337.65	124.36	272.22	GO:0002183	cytoplasmic translational initiation
						GO:0005634	nucleus
						GO:0005829	cytosol
						GO:0006413	translational initiation
						GO:0006457	protein folding
						GO:0022627	cytosolic small ribosomal subunit
						GO:0030544	Hsp70 protein binding
						GO:0034605	cellular response to heat
						GO:0051082	unfolded protein binding
c5799_g1_i1	Q9Y7R8	1349.40	838.75	131.87	4300.45	GO:0003824	catalytic activity
						GO:0005739	mitochondrion
						GO:0005759	mitochondrial matrix
						GO:0005975	carbohydrate metabolic process
						GO:0006099	tricarboxylic acid cycle
						GO:0006108	malate metabolic process
						GO:0016491	oxidoreductase activity
						GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
						GO:0030060	L-malate dehydrogenase activity
						GO:0044262	cellular carbohydrate metabolic process
						GO:0055114	oxidation-reduction process
c93_g1_i1	O94425	367.79	408.65	3.11	118.68	GO:0003674	molecular_function
						GO:0005575	cellular_component
						GO:0008150	biological_process
c3104_g1_i2	O94547	386.60	218.24	16.24	239.29	GO:0000166	nucleotide binding
						GO:0004672	protein kinase activity
						GO:0004674	protein serine/threonine kinase activity
						GO:0004683	calmodulin-dependent protein kinase activity
						GO:0005515	protein binding
						GO:0005524	ATP binding
						GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0006468	protein phosphorylation
						GO:0007088	regulation of mitotic nuclear division
						GO:0010972	negative regulation of G2/M transition of mitotic cell cycle
						GO:0016301	kinase activity
						GO:0016310	phosphorylation
						GO:0016740	transferase activity
						GO:0016772	transferase activity, transferring phosphorus-containing groups
						GO:0031098	stress-activated protein kinase signaling cascade
						GO:0051321	meiotic cell cycle
						GO:0051445	regulation of meiotic cell cycle
c5218_g1_i1	O14359	531.51	1074.84	84.40	182.85	GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0008150	biological_process
						GO:0008152	metabolic process
						GO:0016787	hydrolase activity
c3968_g1_i1	O74378	304.61	117.15	63.24	589.38	GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity
						GO:0005739	mitochondrion
						GO:0005759	mitochondrial matrix
						GO:0006099	tricarboxylic acid cycle
						GO:0006103	2-oxoglutarate metabolic process
						GO:0008152	metabolic process
						GO:0009353	mitochondrial oxoglutarate dehydrogenase complex
						GO:0016491	oxidoreductase activity
						GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
						GO:0030976	thiamine pyrophosphate binding
						GO:0042645	mitochondrial nucleoid
						GO:0055114	oxidation-reduction process
c989_g1_i1	O14131	233.66	137.53	12.59	344.19	GO:0003824	catalytic activity
						GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0008496	mannan endo-1,6-alpha-mannosidase activity
						GO:0009272	fungal-type cell wall biogenesis
						GO:0031362	anchored component of external side of plasma membrane
						GO:0046379	extracellular polysaccharide metabolic process
						GO:0051321	meiotic cell cycle
						GO:0051692	cellular oligosaccharide catabolic process
c2673_g1_i1	P87136	61.98	41.10	5.90	83.73	GO:0003674	molecular_function
						GO:0005783	endoplasmic reticulum
						GO:0008150	biological_process
						GO:0016020	membrane
						GO:0016021	integral component of membrane
c5110_g1_i1	NA	423.15	260.02	109.10	951.56	NA	NA
c3123_g1_i1	B5BP47	14.42	4.68	55.06	3.40	GO:0000329	fungal-type vacuole membrane
						GO:0003333	amino acid transmembrane transport
						GO:0005290	L-histidine transmembrane transporter activity
						GO:0005304	L-valine transmembrane transporter activity
						GO:0006810	transport
						GO:0006865	amino acid transport
						GO:0015171	amino acid transmembrane transporter activity
						GO:0015182	L-asparagine transmembrane transporter activity
						GO:0015189	L-lysine transmembrane transporter activity
						GO:0016020	membrane
						GO:0016021	integral component of membrane
						GO:0031166	integral component of vacuolar membrane
						GO:0034226	NA
						GO:0043091	NA
						GO:0055085	transmembrane transport
						GO:0061459	L-arginine transmembrane transporter activity
						GO:0061460	NA
						GO:0090468	NA
						GO:0090469	NA
						GO:0098655	cation transmembrane transport
						GO:1902475	L-alpha-amino acid transmembrane transport
c1180_g1_i1	O13908	55.11	26.70	1.81	42.47	GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0008150	biological_process
						GO:0008152	metabolic process
						GO:0016491	oxidoreductase activity
						GO:0055114	oxidation-reduction process
c1170_g1_i1	O59715	157.25	22.91	73.92	773.19	GO:0005783	endoplasmic reticulum
						GO:0006629	lipid metabolic process
						GO:0006631	fatty acid metabolic process
						GO:0006633	fatty acid biosynthetic process
						GO:0016020	membrane
						GO:0016021	integral component of membrane
						GO:0016491	oxidoreductase activity
						GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
						GO:0030148	sphingolipid biosynthetic process
						GO:0042284	sphingolipid delta-4 desaturase activity
						GO:0046512	sphingosine biosynthetic process
						GO:0055114	oxidation-reduction process
c463_g1_i1	O59812	267.81	3.72	5.84	14.06	GO:0004345	glucose-6-phosphate dehydrogenase activity
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0005975	carbohydrate metabolic process
						GO:0006006	glucose metabolic process
						GO:0006098	pentose-phosphate shunt
						GO:0009051	pentose-phosphate shunt, oxidative branch
						GO:0016491	oxidoreductase activity
						GO:0050661	NADP binding
						GO:0051156	glucose 6-phosphate metabolic process
						GO:0055114	oxidation-reduction process
c894_g1_i1	O74492	140.22	33.55	32.35	398.32	GO:0005634	nucleus
						GO:0005829	cytosol
						GO:0006144	purine nucleobase metabolic process
						GO:0006810	transport
						GO:0016787	hydrolase activity
						GO:0033971	hydroxyisourate hydrolase activity
c4176_g1_i1	O42654	13.26	72.12	1.21	78.23	GO:0003674	molecular_function
						GO:0005737	cytoplasm
						GO:0005938	cell cortex
						GO:0051321	meiotic cell cycle
c3592_g2_i1	O14020	132.94	69.22	8.00	141.27	GO:0003674	molecular_function
						GO:0005739	mitochondrion
						GO:0005741	mitochondrial outer membrane
						GO:0008150	biological_process
						GO:0016020	membrane
						GO:0016021	integral component of membrane
c2449_g1_i1	O94639	53.16	12.58	139.66	56.72	GO:0000006	high-affinity zinc transmembrane transporter activity
						GO:0005385	zinc ion transmembrane transporter activity
						GO:0005783	endoplasmic reticulum
						GO:0005789	endoplasmic reticulum membrane
						GO:0006810	transport
						GO:0006811	ion transport
						GO:0006829	zinc ion transport
						GO:0006830	NA
						GO:0016020	membrane
						GO:0016021	integral component of membrane
						GO:0030001	metal ion transport
						GO:0033217	regulation of transcription from RNA polymerase II promoter in response to iron ion starvation
						GO:0034224	cellular response to zinc ion starvation
						GO:0044749	NA
						GO:0046873	metal ion transmembrane transporter activity
						GO:0055069	zinc ion homeostasis
						GO:0055085	transmembrane transport
						GO:0071276	cellular response to cadmium ion
						GO:0071577	zinc ion transmembrane transport
c1382_g1_i1	NA	0.00	1.30	1.85	48.91	NA	NA
c6118_g1_i1	O94733	703.76	364.70	20.14	553.02	GO:0003674	molecular_function
						GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0008150	biological_process
c6221_g1_i1	NA	5.85	0.00	1.96	215.17	NA	NA
c1327_g1_i2	O13947	6.99	9.93	20.74	0.00	GO:0000049	tRNA binding
						GO:0000166	nucleotide binding
						GO:0003723	RNA binding
						GO:0004808	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
						GO:0005524	ATP binding
						GO:0005737	cytoplasm
						GO:0005739	mitochondrion
						GO:0008033	tRNA processing
						GO:0016740	transferase activity
						GO:0016783	sulfurtransferase activity
						GO:0030488	tRNA methylation
						GO:0070903	mitochondrial tRNA thio-modification
c4650_g1_i1	O14150	297.72	479.66	1206.82	57.91	GO:0002181	cytoplasmic translation
						GO:0003735	structural constituent of ribosome
						GO:0005634	nucleus
						GO:0005730	nucleolus
						GO:0005829	cytosol
						GO:0005840	ribosome
						GO:0006412	translation
						GO:0022627	cytosolic small ribosomal subunit
						GO:0030529	NA
						GO:0042254	ribosome biogenesis
c1913_g1_i1	Q9HDU5	313.39	20.42	13.10	226.83	GO:0003824	catalytic activity
						GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0005975	carbohydrate metabolic process
						GO:0006012	galactose metabolic process
						GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
						GO:0008270	zinc ion binding
						GO:0016740	transferase activity
						GO:0016779	nucleotidyltransferase activity
						GO:0033499	galactose catabolic process via UDP-galactose
						GO:0042125	protein galactosylation
						GO:0046872	metal ion binding
						GO:0052574	UDP-D-galactose biosynthetic process
c92_g1_i2	O74380	36.33	27.48	0.00	28.05	GO:0003674	molecular_function
						GO:0005739	mitochondrion
						GO:0008150	biological_process
						GO:0016020	membrane
						GO:0016021	integral component of membrane
						GO:0031966	mitochondrial membrane
c6080_g1_i1	Q9URX6	980.77	3626.94	2582.58	407.78	GO:0002181	cytoplasmic translation
						GO:0003735	structural constituent of ribosome
						GO:0005622	intracellular
						GO:0005829	cytosol
						GO:0005840	ribosome
						GO:0006412	translation
						GO:0022625	cytosolic large ribosomal subunit
						GO:0030529	NA
c2435_g1_i1	O13716	22.08	60.73	85.56	5.64	GO:0005576	extracellular region
						GO:0005618	cell wall
						GO:0007049	cell cycle
						GO:0008152	metabolic process
						GO:0016787	hydrolase activity
						GO:0016798	hydrolase activity, acting on glycosyl bonds
						GO:0051118	glucan endo-1,3-alpha-glucosidase activity
						GO:0051301	cell division
						GO:0071555	cell wall organization
c2925_g1_i2	P40899	24.14	61.16	22.28	2.96	GO:0003674	molecular_function
						GO:0005575	cellular_component
						GO:0051321	meiotic cell cycle
c5211_g1_i1	Q09802	737.01	32.39	23.01	5883.71	GO:0003674	molecular_function
						GO:0005634	nucleus
						GO:0005829	cytosol
						GO:0008150	biological_process
c2896_g1_i1	P22189	3.58	82.61	7.18	5.85	GO:0000166	nucleotide binding
						GO:0005388	calcium transmembrane transporter activity, phosphorylative mechanism
						GO:0005524	ATP binding
						GO:0006810	transport
						GO:0006811	ion transport
						GO:0006812	cation transport
						GO:0006816	calcium ion transport
						GO:0006874	cellular calcium ion homeostasis
						GO:0008152	metabolic process
						GO:0008556	potassium transmembrane transporter activity, phosphorylative mechanism
						GO:0016020	membrane
						GO:0016021	integral component of membrane
						GO:0016787	hydrolase activity
						GO:0019829	ATPase-coupled cation transmembrane transporter activity
						GO:0046872	metal ion binding
						GO:0070588	calcium ion transmembrane transport
						GO:0097623	potassium ion export across plasma membrane
						GO:1990035	NA
c1234_g1_i1	Q04800	6.09	2.34	115.56	3.96	GO:0000293	ferric-chelate reductase activity
						GO:0005506	iron ion binding
						GO:0005783	endoplasmic reticulum
						GO:0005886	plasma membrane
						GO:0006811	ion transport
						GO:0010106	cellular response to iron ion starvation
						GO:0015677	copper ion import
						GO:0016020	membrane
						GO:0016021	integral component of membrane
						GO:0016491	oxidoreductase activity
						GO:0033215	reductive iron assimilation
						GO:0050660	flavin adenine dinucleotide binding
						GO:0055072	iron ion homeostasis
						GO:0055114	oxidation-reduction process
c6198_g1_i1	O14124	267.26	139.17	44.23	1043.91	GO:0004177	aminopeptidase activity
						GO:0005794	Golgi apparatus
						GO:0006508	proteolysis
						GO:0008233	peptidase activity
						GO:0008237	metallopeptidase activity
						GO:0016787	hydrolase activity
						GO:0016805	dipeptidase activity
						GO:0046872	metal ion binding
c353_g1_i1	Q9Y7X6	930.28	839.49	21.27	474.16	NA	NA
c1453_g1_i1	P04551	17.94	40.88	0.00	57.87	GO:0000086	G2/M transition of mitotic cell cycle
						GO:0000166	nucleotide binding
						GO:0000307	cyclin-dependent protein kinase holoenzyme complex
						GO:0004672	protein kinase activity
						GO:0004674	protein serine/threonine kinase activity
						GO:0004693	cyclin-dependent protein serine/threonine kinase activity
						GO:0005515	protein binding
						GO:0005524	ATP binding
						GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0006468	protein phosphorylation
						GO:0006995	cellular response to nitrogen starvation
						GO:0007049	cell cycle
						GO:0007067	NA
						GO:0007089	traversing start control point of mitotic cell cycle
						GO:0007095	mitotic G2 DNA damage checkpoint
						GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity
						GO:0008361	regulation of cell size
						GO:0010515	negative regulation of induction of conjugation with cellular fusion
						GO:0010971	positive regulation of G2/M transition of mitotic cell cycle
						GO:0016301	kinase activity
						GO:0016310	phosphorylation
						GO:0016740	transferase activity
						GO:0016772	transferase activity, transferring phosphorus-containing groups
						GO:0031031	positive regulation of septation initiation signaling
						GO:0032467	positive regulation of cytokinesis
						GO:0033314	mitotic DNA replication checkpoint
						GO:0051301	cell division
						GO:0051445	regulation of meiotic cell cycle
						GO:0070317	negative regulation of G0 to G1 transition
						GO:0097472	cyclin-dependent protein kinase activity
						GO:1900087	positive regulation of G1/S transition of mitotic cell cycle
						GO:1902424	negative regulation of attachment of mitotic spindle microtubules to kinetochore
c2811_g1_i2	Q09916	9.93	78.40	152.12	11.27	GO:0000166	nucleotide binding
						GO:0003676	nucleic acid binding
						GO:0003723	RNA binding
						GO:0004004	NA
						GO:0004386	helicase activity
						GO:0005524	ATP binding
						GO:0005634	nucleus
						GO:0005730	nucleolus
						GO:0006200	obsolete ATP catabolic process
						GO:0006364	rRNA processing
						GO:0008026	NA
						GO:0016787	hydrolase activity
						GO:0042254	ribosome biogenesis
c1520_g1_i1	Q9P7E7	22.55	162.08	246.38	32.09	GO:0003674	molecular_function
						GO:0005737	cytoplasm
						GO:0005783	endoplasmic reticulum
						GO:0008150	biological_process
						GO:0009986	cell surface
c5786_g1_i1	O42893	604.12	637.67	40.04	308.31	GO:0003824	catalytic activity
						GO:0004555	alpha,alpha-trehalase activity
						GO:0005509	calcium ion binding
						GO:0005515	protein binding
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0005991	trehalose metabolic process
						GO:0005993	trehalose catabolic process
						GO:0008152	metabolic process
						GO:0016787	hydrolase activity
						GO:0016798	hydrolase activity, acting on glycosyl bonds
						GO:0030437	ascospore formation
						GO:1903134	trehalose catabolic process involved in cellular response to stress
c4802_g1_i1	Q92345	185.97	1057.35	3644.47	574.41	GO:0000287	magnesium ion binding
						GO:0003824	catalytic activity
						GO:0004737	pyruvate decarboxylase activity
						GO:0005575	cellular_component
						GO:0006090	pyruvate metabolic process
						GO:0006091	generation of precursor metabolites and energy
						GO:0009063	cellular amino acid catabolic process
						GO:0016829	lyase activity
						GO:0016831	carboxy-lyase activity
						GO:0030976	thiamine pyrophosphate binding
						GO:0046872	metal ion binding
c4189_g1_i2	NA	29.61	13.91	4.67	406.54	NA	NA
c4955_g1_i1	O60128	1222.34	2630.18	3051.28	371.90	GO:0002181	cytoplasmic translation
						GO:0003723	RNA binding
						GO:0003735	structural constituent of ribosome
						GO:0005622	intracellular
						GO:0005829	cytosol
						GO:0005840	ribosome
						GO:0006412	translation
						GO:0015935	small ribosomal subunit
						GO:0022627	cytosolic small ribosomal subunit
						GO:0030529	NA
c4716_g2_i1	O59855	2187.25	12645.55	3456.67	73.59	GO:0000166	nucleotide binding
						GO:0005524	ATP binding
						GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005829	cytosol
						GO:0006200	obsolete ATP catabolic process
						GO:0006457	protein folding
						GO:0016887	ATPase activity
						GO:0042026	protein refolding
						GO:0051082	unfolded protein binding
						GO:0061077	chaperone-mediated protein folding
						GO:1900035	negative regulation of cellular response to heat
c92_g1_i1	O74380	0.00	0.00	43.83	19.74	GO:0003674	molecular_function
						GO:0005739	mitochondrion
						GO:0008150	biological_process
						GO:0016020	membrane
						GO:0016021	integral component of membrane
						GO:0031966	mitochondrial membrane
c4754_g3_i1	Q9P3U6	94.19	0.00	5.35	0.00	GO:0005358	high-affinity glucose:proton symporter activity
						GO:0005887	integral component of plasma membrane
						GO:0006810	transport
						GO:0008643	carbohydrate transport
						GO:0016020	membrane
						GO:0016021	integral component of membrane
						GO:0022857	transmembrane transporter activity
						GO:0022891	NA
						GO:0032445	fructose import
						GO:0046323	glucose import
						GO:0055054	fructose:proton symporter activity
						GO:0055085	transmembrane transport
c2948_g2_i1	P17476	271.27	1255.70	869.40	32.48	GO:0002182	cytoplasmic translational elongation
						GO:0003735	structural constituent of ribosome
						GO:0005622	intracellular
						GO:0005829	cytosol
						GO:0005840	ribosome
						GO:0006414	translational elongation
						GO:0022625	cytosolic large ribosomal subunit
						GO:0030529	NA
c5940_g1_i1	Q10306	1406.86	531.82	175.71	2257.48	GO:0004108	citrate (Si)-synthase activity
						GO:0005739	mitochondrion
						GO:0005759	mitochondrial matrix
						GO:0006099	tricarboxylic acid cycle
						GO:0006101	citrate metabolic process
						GO:0006537	glutamate biosynthetic process
						GO:0016740	transferase activity
						GO:0044262	cellular carbohydrate metabolic process
						GO:0044275	cellular carbohydrate catabolic process
						GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
c4945_g1_i1	O60071	11.44	46.53	126.26	34.43	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
						GO:0005634	nucleus
						GO:0005730	nucleolus
						GO:0006364	rRNA processing
						GO:0030515	snoRNA binding
c4637_g1_i1	Q9USG8	256.63	80.09	13.31	74.69	GO:0005543	phospholipid binding
						GO:0005634	nucleus
						GO:0005737	cytoplasm
						GO:0005783	endoplasmic reticulum
						GO:0005789	endoplasmic reticulum membrane
						GO:0005816	spindle pole body
						GO:0005829	cytosol
						GO:0005856	cytoskeleton
						GO:0008289	lipid binding
						GO:0016020	membrane
						GO:0016021	integral component of membrane
						GO:0031965	nuclear membrane
						GO:0044732	mitotic spindle pole body
						GO:0051321	meiotic cell cycle
c4716_g2_i2	NA	952.65	4871.26	592.76	47.82	NA	NA
c6256_g1_i1	Q9Y7N6	29.26	12.01	9.80	178.97	GO:0004620	phospholipase activity
						GO:0004622	lysophospholipase activity
						GO:0005576	extracellular region
						GO:0005794	Golgi apparatus
						GO:0006629	lipid metabolic process
						GO:0008152	metabolic process
						GO:0009277	fungal-type cell wall
						GO:0009395	phospholipid catabolic process
						GO:0009897	external side of plasma membrane
						GO:0016042	lipid catabolic process
						GO:0016787	hydrolase activity
						GO:0046475	glycerophospholipid catabolic process
c768_g2_i1	Q9Y7Q3	23.78	2.91	0.00	41.20	GO:0003674	molecular_function
						GO:0005634	nucleus
						GO:0005739	mitochondrion
						GO:0005829	cytosol
						GO:0008150	biological_process
